BUGULA STAGE,BUGULA RUN,BUGULA LOG10MASS,BUGULA LOG10MR,WATERSIPORA STAGE,WATERSIPORA RUN,WATERSIPORA LOG10MASS,WATERSIPORA LOG10MR
LATE,2,-0.688398908,-0.537407557,,,,
LATE,2,-0.849657903,-0.650773946,,,,
LATE,2,-0.906194677,-0.829500518,,,,
LATE,2,-0.907332667,-0.342314423,,,,
LATE,2,-0.680384357,-0.587575283,,,,
LATE,2,-0.366056699,-0.437578163,,,,
LATE,2,-0.800879471,-0.689442088,,,,
LATE,2,-0.911679079,-0.382087841,,,,
LATE,2,-0.837802115,-0.848717453,,,,
LATE,2,-0.902468859,-0.384455086,,,,
LATE,2,-0.813010718,-0.506252582,,,,
LATE,3,-0.64632895,-0.429519179,,,,
LATE,3,-0.927558706,-0.554629815,,,,
LATE,3,-0.540429389,-0.376151677,,,,
LATE,3,-0.814252965,-0.540537186,,,,
LATE,3,-0.725113222,-0.318203246,,,,
LATE,3,-0.798111153,-0.559789345,,,,
LATE,3,-0.932704084,-0.636047575,,,,
LATE,3,-0.766504413,-0.556156537,,,,
LATE,3,-0.779735683,-0.475404464,,,,
LATE,3,-0.983770402,-0.339490251,,,,
LATE,3,-0.84218404,-0.622176969,,,,
LATE,3,-0.736012182,-0.473273914,,,,
LATE,3,-0.944245494,-0.530240135,,,,
LATE,3,-1.175525503,-0.555631597,,,,
LATE,3,-0.881589669,-0.425608745,,,,
LATE,3,-0.707219248,-0.446915721,,,,
LATE,3,-0.783819147,-0.665325673,,,,
LATE,4,-0.806514892,-0.453898519,,,,
LATE,4,-0.659766039,-0.309229099,,,,
LATE,4,-0.711500479,-0.271512798,,,,
LATE,4,-0.590809657,-0.324338014,,,,
LATE,4,-0.834937367,-0.572400444,,,,
LATE,4,-0.972895199,-0.676011081,,,,
LATE,4,-0.852418996,-0.478479555,,,,
LATE,4,-0.733737299,-0.578369034,,,,
LATE,4,-0.77549779,-0.357053159,,,,
LATE,4,-0.836139768,-0.417518079,,,,
LATE,4,-0.880428692,-0.762742553,,,,
LATE,4,-0.76513831,-0.373811047,,,,
LATE,4,-0.738531686,-0.391087139,,,,
LATE,4,-0.950020598,-0.671300896,,,,
LATE,4,-1.005481337,-0.495802691,,,,
LATE,4,-0.743596293,-0.348743627,,,,
LATE,4,-0.883377484,-0.425821237,,,,
LATE,4,-0.731045733,-0.494679477,,,,
LATE,4,-0.910316135,-0.400359169,,,,
LATE,5,-0.619549559,-0.352589197,,,,
LATE,5,-0.649726646,-0.273430981,,,,
LATE,5,-0.835614118,-0.325297227,,,,
LATE,5,-1.048225419,-0.438343591,,,,
LATE,5,-0.714490693,-0.43134561,,,,
LATE,5,-0.640604432,-0.59035057,,,,
LATE,5,-0.499008982,-0.585231641,,,,
LATE,5,-0.576970942,-0.472591978,,,,
LATE,5,-1.048624455,-0.54998591,,,,
LATE,5,-0.444140697,-0.544777928,,,,
LATE,5,-0.704306261,-0.409268375,,,,
LATE,5,-0.832298322,-0.252531709,,,,
LATE,5,-1.106972416,-0.50283483,,,,
LATE,5,-0.678098527,-0.662935565,,,,
LATE,5,-0.649795206,-0.421699417,,,,
LATE,5,-0.673529301,-0.247697701,,,,
LATE,5,-1.025554483,-0.564611671,,,,
LATE,5,-0.570962438,-0.54563562,,,,
LATE,5,-0.83100865,-0.521067243,,,,
LATE,6,-0.817650796,-0.435423852,,,,
LATE,6,-0.879205566,-0.296834145,,,,
LATE,6,-0.824331651,-0.282365482,,,,
LATE,6,-1.235466227,-0.604140458,,,,
LATE,6,-0.775603753,-0.282946323,,,,
LATE,6,-0.750406763,-0.430508638,,,,
LATE,6,-0.718871474,-0.522939706,,,,
LATE,6,-0.694928557,-0.483611382,,,,
LATE,6,-0.654213082,-0.259399832,,,,
LATE,6,-0.534759603,-0.440953725,,,,
LATE,6,-1.138266612,-0.395958302,,,,
LATE,6,-1.167365626,-0.452520403,,,,
LATE,6,-0.600577242,-0.414335131,,,,
LATE,6,-0.751217955,-0.650404749,,,,
LATE,6,-0.724500525,-0.49687168,,,,
LATE,6,-0.911488421,-0.537823403,,,,
LATE,6,-0.838458372,-0.454512257,,,,
LATE,7,-0.783058436,-0.372303451,,,,
LATE,7,-0.897639263,-0.491437552,,,,
LATE,7,-0.711785034,-0.45733672,,,,
LATE,7,-0.743302495,-0.383933939,,,,
LATE,7,-0.530138081,-0.406740461,,,,
LATE,7,-0.673184341,-0.468016138,,,,
LATE,7,-0.469878622,-0.283372395,,,,
LATE,7,-0.568056444,-0.382725618,,,,
LATE,7,-0.463545025,-0.420969228,,,,
LATE,7,-0.600076449,-0.397861107,,,,
LATE,7,-0.858865498,-0.52851973,,,,
LATE,7,-0.490332189,-0.319199881,,,,
LATE,7,-0.565883303,-0.565800384,,,,
LATE,7,-0.676196141,-0.417469777,,,,
LATE,7,-1.173158399,-0.495775586,,,,
LATE,7,-1.611376697,-0.796081419,,,,
LATE,7,-0.642899298,-0.330281035,,,,
LATE,8,-0.778122196,-0.733647181,,,,
LATE,8,-0.751634488,-0.852294305,,,,
LATE,8,-0.994979343,-0.50752351,,,,
LATE,8,-0.78673156,-0.601638333,,,,
LATE,8,-0.727375484,-0.599297234,,,,
LATE,8,-0.53001056,-0.556831114,,,,
LATE,8,-0.782325869,-0.516199031,,,,
LATE,8,-0.757925528,-0.476329522,,,,
LATE,8,-0.481622749,-0.388998138,,,,
LATE,8,-1.509810619,-0.592876003,,,,
LATE,8,-0.957317124,-0.391968357,,,,
LATE,8,-0.654727334,-0.420140636,,,,
LATE,8,-0.679937838,-0.47531409,,,,
LATE,8,-0.851225867,-0.606750232,,,,
LATE,8,-0.593598312,-0.483932509,,,,
LATE,8,-0.540454184,-0.554862424,,,,
LATE,9,-0.69214792,-0.191416837,,,,
LATE,9,-0.678318125,-0.434804514,,,,
LATE,9,-0.688279176,-0.381546205,,,,
LATE,9,-0.710866424,-0.451924129,,,,
LATE,9,-0.797244628,-0.570608055,,,,
LATE,9,-0.795662471,-0.344677367,,,,
LATE,9,-0.920503556,-0.662723962,,,,
LATE,9,-0.883158421,-0.489039239,,,,
LATE,9,-0.923613061,-0.300421966,,,,
LATE,9,-0.768146099,-0.305589078,,,,
LATE,9,-0.905325901,-0.484575212,,,,
LATE,9,-0.716187487,-0.425855541,,,,
LATE,9,-0.836337307,-0.490961162,,,,
LATE,9,-0.622625326,-0.435333111,,,,
LATE,9,-0.716304231,-0.369404419,,,,
LATE,9,-1.109104155,-0.606592139,,,,
LATE,9,-0.888551062,-0.468694677,,,,
LATE,9,-0.763776158,-0.551262679,,,,
LATE,9,-0.87277442,-0.451784755,,,,
LATE,9,-0.891148714,-0.49675182,,,,
LATE,10,-0.505987281,-0.322344508,,,,
LATE,10,-1.128654843,-0.681997174,,,,
LATE,10,-0.643524666,-0.303568492,,,,
LATE,10,-0.729625267,-0.287139013,,,,
LATE,10,-0.764022384,-0.48957182,,,,
LATE,10,-0.849375035,-0.438179568,,,,
LATE,10,-0.603300486,-0.500715745,,,,
LATE,10,-0.574376582,-0.356794368,,,,
LATE,10,-0.741282888,-0.412583022,,,,
LATE,10,-0.576054479,-0.234811234,,,,
LATE,10,-1.214663252,-0.701701881,,,,
LATE,10,-0.575911696,-0.398010586,,,,
LATE,10,-0.677402269,-0.407656549,,,,
LATE,10,-0.92742105,-0.481212025,,,,
LATE,10,-0.538571123,-0.403039962,,,,
LATE,10,-1.340524476,-0.286281375,,,,
LATE,10,-0.717501564,-0.521543295,,,,
LATE,10,-0.689302026,-0.413988326,,,,
LATE,10,-0.881656979,-0.419675854,,,,
LATE,10,-0.818594736,-0.619167751,,,,
LATE,11,-0.823516351,-0.294395641,,,,
LATE,11,-0.755737433,-0.31342315,,,,
LATE,11,-0.687017598,-0.218976862,,,,
LATE,11,-0.810819353,-0.22975351,,,,
LATE,11,-0.903739552,-0.292708409,,,,
LATE,11,-0.713740105,-0.22946391,,,,
LATE,11,-0.95882896,-0.378850425,,,,
LATE,11,-0.862789632,-0.363402671,,,,
LATE,11,-1.140614862,-0.219178642,,,,
LATE,11,-0.940360915,-0.229317102,,,,
LATE,11,-0.797982818,-0.195304029,,,,
LATE,12,-0.72561237,-0.154164165,,,,
LATE,12,-0.689476042,-0.196749102,,,,
LATE,12,-0.63246555,-0.327308175,,,,
LATE,12,-1.121225003,-0.437239582,,,,
LATE,12,-0.917943711,-0.240033477,,,,
LATE,12,-0.956358456,-0.396816444,,,,
LATE,12,-0.867010966,-0.302914324,,,,
LATE,12,-0.802761175,-0.448672111,,,,
LATE,12,-0.81888409,-0.308596634,,,,
LATE,12,-0.849956517,-0.287334837,,,,
LATE,12,-0.647258536,-0.340066996,,,,
