Species,Run,Stage,Mass,Metabolic
bugula,3,early,16.73639826774818,0.11369844000286465
bugula,3,early,14.135074440955373,0.06675357002294692
bugula,3,early,10.294500380535059,0.13134402802871695
bugula,3,early,18.785412587742695,0.19623693497269654
bugula,3,early,15.711089332291914,0.16450566305787837
bugula,3,larvae,18.60293026191283,0.8795502087153519
bugula,3,larvae,18.10349577538254,0.6766717644305017
bugula,3,larvae,18.291186714653236,0.6342284710885752
bugula,3,larvae,14.876279828202332,0.8552987789148793
bugula,3,larvae,12.171403635474585,0.47768700291621385
bugula,3,larvae,16.687629232914666,0.5786718443488873
bugula,3,larvae,16.596237723146892,0.7443305630879902
bugula,3,larvae,14.106221727995063,0.5581876340406698
bugula,3,larvae,14.172802754164225,0.4563464663653457
bugula,3,larvae,19.80199588837255,0.6484122050951142
bugula,3,larvae,10.127863583134372,0.6311803603307014
bugula,3,larvae,17.48039358922518,1.0262590123269004
bugula,3,larvae,10.376459109766673,0.6327668997603005
bugula,3,larvae,12.308362715478474,0.737106345651733
bugula,3,larvae,16.919519956467244,0.7584996539765589
bugula,3,larvae,14.59653842894458,0.5944019219356611
bugula,3,larvae,15.998285249716107,0.7321506545904908
bugula,3,larvae,14.571496858281874,0.8671231201605896
bugula,3,larvae,12.313188697188398,0.29372235795853896
bugula,3,larvae,12.376063129354394,0.909317692097644
bugula,3,late,0.22577250416255962,0.3719467951528824
bugula,3,late,0.11815205890418401,0.27884970218767
bugula,3,late,0.28811814567535526,0.42057971560249874
bugula,3,late,0.15337233694475202,0.28804664023642373
bugula,3,late,0.18831580799827752,0.4806143725088105
bugula,3,late,0.15918012705025913,0.2755564968950146
bugula,3,late,0.11676049191128479,0.2311811527787085
bugula,3,late,0.17119677807825437,0.2778711529112743
bugula,3,late,0.1660597260007149,0.33465362678442995
bugula,3,late,0.10380770698731089,0.4576250074923875
bugula,3,late,0.1438188990975347,0.23868384810269094
bugula,3,late,0.1836486829002078,0.33629939498223776
bugula,3,late,0.11369844000286465,0.2949577861854668
bugula,3,late,0.06675357002294692,0.2782072241254682
bugula,3,late,0.13134402802871695,0.37531096686017495
bugula,3,late,0.19623693497269654,0.3573421770926597
bugula,3,late,0.16450566305787837,0.21610973311105106
bugula,4,early,19.38739380643648,0.15612955000772824
bugula,4,early,19.37912129489087,0.21889405217120217
bugula,4,early,16.221156038994074,0.19431195486863498
bugula,4,early,19.530234324457123,0.2565608247370779
bugula,4,early,17.7279579532414,0.14623880616562437
bugula,4,early,14.915199235771194,0.10643998409890543
bugula,4,early,13.532100888250298,0.14046916602713655
bugula,4,early,19.773620781481824,0.18461317907591707
bugula,4,early,15.60986086165598,0.16768808688924514
bugula,4,early,17.98118850641322,0.14583448489567044
bugula,4,early,10.938771564229878,0.13169561296030097
bugula,4,early,9.975971046292674,0.17173613710475064
bugula,4,early,17.495286426932317,0.18258635297392808
bugula,4,early,9.865120694897454,0.11219652397458875
bugula,4,early,20.23348105093505,0.09874580690144781
bugula,4,early,15.278814635058545,0.1804694550791468
bugula,4,early,13.833188119121404,0.13080444908254277
bugula,4,early,18.25985485219665,0.1857608830921081
bugula,4,early,14.325109949758609,0.12293735499160435
bugula,4,larvae,20.05743576381366,1.0632734728818107
bugula,4,larvae,16.78911902449651,0.9398073884982825
bugula,4,larvae,17.977381014350986,0.5274055127738702
bugula,4,larvae,15.692093240865198,0.709280491659684
bugula,4,larvae,17.189108344883444,0.4367400997951748
bugula,4,larvae,11.520910212742333,0.45355792212132323
bugula,4,larvae,16.98579576970308,1.3869350800459894
bugula,4,larvae,15.637108010997869,0.8196090081602341
bugula,4,larvae,13.209886921248692,0.9011599204265102
bugula,4,larvae,17.319642644781396,1.1622028791738779
bugula,4,larvae,14.079724662537563,0.9699009171376937
bugula,4,larvae,17.708719951765385,0.7820958960712233
bugula,4,larvae,15.882022319025857,0.821883542184132
bugula,4,larvae,18.48425797044325,0.5404832171809107
bugula,4,larvae,15.536372595466661,0.35794510689956804
bugula,4,larvae,17.449689438833275,0.707444679950866
bugula,4,larvae,15.536372595466661,0.9234431731865014
bugula,4,larvae,16.422677102273067,0.9668233486191394
bugula,4,larvae,17.449689438833275,1.0232893448599487
bugula,4,larvae,14.684673437988007,0.36232953279570573
bugula,4,larvae,18.854851054110057,0.6758211437580594
bugula,4,larvae,11.816279115185486,0.6741482306172705
bugula,4,late,0.15612955000772824,0.3516425987760776
bugula,4,late,0.21889405217120217,0.4906489807503873
bugula,4,late,0.19431195486863498,0.5351643830558481
bugula,4,late,0.2565608247370779,0.47387302348000027
bugula,4,late,0.14623880616562437,0.2676699119107086
bugula,4,late,0.10643998409890543,0.21085743490875083
bugula,4,late,0.14046916602713655,0.3322924279582517
bugula,4,late,0.18461317907591707,0.26401643712476797
bugula,4,late,0.16768808688924514,0.43948781746489085
bugula,4,late,0.14583448489567044,0.38236833593103886
bugula,4,late,0.13169561296030097,0.17268612609827244
bugula,4,late,0.17173613710475064,0.4228525490892266
bugula,4,late,0.18258635297392808,0.4063617865395393
bugula,4,late,0.11219652397458875,0.21315675690406996
bugula,4,late,0.09874580690144781,0.3192988166439735
bugula,4,late,0.1804694550791468,0.4479776766087983
bugula,4,late,0.13080444908254277,0.37512737928479406
bugula,4,late,0.1857608830921081,0.32012568664074065
bugula,4,late,0.12293735499160435,0.39777806518852615
bugula,5,early,11.994294140606371,0.24013222282105362
bugula,5,early,20.49023965671343,0.22401306798710435
bugula,5,early,8.52824236269099,0.14601110309022408
bugula,5,early,14.057160581190569,0.08949001502541994
bugula,5,early,12.690167457039099,0.192978669138304
bugula,5,early,11.698879885048182,0.22876815413674198
bugula,5,early,14.870391618003861,0.31695019112998113
bugula,5,early,10.191672181721502,0.2648677351753392
bugula,5,early,9.69740491615043,0.08940782807892
bugula,5,early,11.450240377119698,0.35963280718611185
bugula,5,early,13.311292480027502,0.19755759883651783
bugula,5,early,16.86682251534204,0.14713015008902613
bugula,5,early,10.29885792501729,0.07816774508697687
bugula,5,early,11.904757356112327,0.20984637578562823
bugula,5,early,19.297609859179197,0.2239777069029293
bugula,5,early,10.88042653678187,0.21206583115913194
bugula,5,early,9.621369241785024,0.09428563210707237
bugula,5,early,18.185768067308224,0.26855767103415074
bugula,5,early,14.76778459339688,0.14756771413887662
bugula,5,larvae,18.889694665124132,0.8000069391153711
bugula,5,larvae,17.411323631319366,1.2694757727019248
bugula,5,larvae,17.550979501849444,0.5700633872369761
bugula,5,larvae,12.014384812823558,0.7352774264144677
bugula,5,larvae,17.623469408763064,0.669107087257845
bugula,5,larvae,16.49144558060148,1.249392739974123
bugula,5,larvae,14.462561675175568,0.7391800210008422
bugula,5,larvae,15.999767398010523,0.7633668406266861
bugula,5,larvae,18.595600739237454,0.9855307399028186
bugula,5,larvae,11.923133646716273,0.6146675795531347
bugula,5,larvae,18.72567717464425,0.6124281984441219
bugula,5,larvae,17.303708367541812,0.7282674574710887
bugula,5,larvae,12.252083558278846,0.8545602781831031
bugula,5,late,0.24013222282105362,0.4440284558004373
bugula,5,late,0.22401306798710435,0.5328058922372085
bugula,5,late,0.14601110309022408,0.472827549538433
bugula,5,late,0.08949001502541994,0.36446548686929964
bugula,5,late,0.192978669138304,0.3703858527294647
bugula,5,late,0.22876815413674198,0.25683217521474055
bugula,5,late,0.31695019112998113,0.25987730777532914
bugula,5,late,0.2648677351753392,0.3368278723645191
bugula,5,late,0.08940782807892,0.2818474370740072
bugula,5,late,0.35963280718611185,0.28524764790522217
bugula,5,late,0.19755759883651783,0.3897010940174819
bugula,5,late,0.14713015008902613,0.559072706688919
bugula,5,late,0.07816774508697687,0.31417033129514055
bugula,5,late,0.20984637578562823,0.21730235600874406
bugula,5,late,0.2239777069029293,0.3787046022804145
bugula,5,late,0.21206583115913194,0.5653303469152566
bugula,5,late,0.09428563210707237,0.2725136928977968
bugula,5,late,0.26855767103415074,0.28468486571599055
bugula,5,late,0.14756771413887662,0.30125395483534684
bugula,6,early,15.56320994325456,0.15217706509843293
bugula,6,early,13.49110887144019,0.1320670369077395
bugula,6,early,19.126819348270104,0.14985400313793218
bugula,6,early,12.763500008450391,0.05814786493574206
bugula,6,early,14.57807871863414,0.167647177860967
bugula,6,early,9.159291164178526,0.17766146418645828
bugula,6,early,16.412919937254408,0.19104185481002986
bugula,6,early,12.431585693522068,0.20186984194992982
bugula,6,early,18.190036227056886,0.22171083521044171
bugula,6,early,20.717756671170953,0.29190423576794583
bugula,6,early,14.628678993092414,0.07273331599423524
bugula,6,early,13.267360716134712,0.06801964703845792
bugula,6,early,15.82919444578765,0.25085499784250287
bugula,6,early,15.12410601630967,0.17732993096638028
bugula,6,early,17.8268273733528,0.18858166898059933
bugula,6,early,14.19528574136866,0.12260595909927553
bugula,6,early,17.263100545326473,0.1450579808635118
bugula,6,larvae,19.594381750360657,0.7761958224472678
bugula,6,larvae,16.29964512234631,0.9640965261362022
bugula,6,larvae,21.070837267077884,0.8834490010401985
bugula,6,larvae,16.984556809914576,0.9986886656610597
bugula,6,larvae,21.366368584502776,1.2013078748953583
bugula,6,larvae,13.367179500726081,0.4491130824104922
bugula,6,larvae,21.739626080962992,1.2458585041216075
bugula,6,larvae,12.248135774216946,0.7369722411506842
bugula,6,larvae,18.17152805774401,1.060958630561069
bugula,6,larvae,15.727065806425035,0.9335860377652813
bugula,6,larvae,12.955558718157599,0.7840636969711979
bugula,6,late,0.15217706509843293,0.3669240242507181
bugula,6,late,0.1320670369077395,0.5048540621218206
bugula,6,late,0.14985400313793218,0.5219567496393102
bugula,6,late,0.05814786493574206,0.24880525109180038
bugula,6,late,0.167647177860967,0.5212591325946787
bugula,6,late,0.17766146418645828,0.37110034833377786
bugula,6,late,0.19104185481002986,0.29995789278200036
bugula,6,late,0.20186984194992982,0.3283890127107286
bugula,6,late,0.22171083521044171,0.55030083019865
bugula,6,late,0.29190423576794583,0.36228159823442063
bugula,6,late,0.07273331599423524,0.4018293899197113
bugula,6,late,0.06801964703845792,0.35276021368044813
bugula,6,late,0.25085499784250287,0.3851810112304572
bugula,6,late,0.17732993096638028,0.22366356917734875
bugula,6,late,0.18858166898059933,0.3185138488310918
bugula,6,late,0.12260595909927553,0.289852197298938
bugula,6,late,0.1450579808635118,0.3511460140578125
bugula,7,early,17.73760323012375,0.16479406398288188
bugula,7,early,12.699412643373506,0.12657873088553798
bugula,7,early,16.013963599489497,0.1941846810246441
bugula,7,early,11.679507260987451,0.18059158304905507
bugula,7,early,13.253236991571244,0.2950271058756842
bugula,7,early,10.911512838723795,0.21223434191175045
bugula,7,early,18.05286327516885,0.33893887061418876
bugula,7,early,20.04082016776996,0.2703606961282518
bugula,7,early,22.512029230707725,0.34391805420848076
bugula,7,early,17.88286948754175,0.2511444302232932
bugula,7,early,14.024105784431503,0.13839949390213885
bugula,7,early,24.47557176554353,0.3233462369014342
bugula,7,early,14.754729196177962,0.2717169287110394
bugula,7,early,12.055630789596837,0.21076760423876154
bugula,7,early,10.392645871694794,0.06711840092297314
bugula,7,early,8.104169336054156,0.02446939901971125
bugula,7,early,11.309537891879364,0.22756250299821518
bugula,7,larvae,18.053650013083853,0.4447328995549222
bugula,7,larvae,14.52277292910811,0.44101580614763497
bugula,7,larvae,12.523938577703962,0.41609516275103237
bugula,7,larvae,13.245957644327678,0.45144058599421666
bugula,7,larvae,12.622088560655833,0.7665052521180276
bugula,7,larvae,16.528298478056804,0.4484708234174397
bugula,7,larvae,21.678359795887374,0.5998624086187354
bugula,7,larvae,16.678321220897793,0.879831217054939
bugula,7,larvae,17.287065638369977,1.0151959347463437
bugula,7,larvae,17.92308481712511,0.8834906037813768
bugula,7,larvae,18.849356527184085,0.5553840203974008
bugula,7,larvae,14.483775680480734,0.7109108507706312
bugula,7,larvae,18.04314590347053,0.6820834500250468
bugula,7,late,0.16479406398288188,0.42432297664997337
bugula,7,late,0.12657873088553798,0.3225243049588097
bugula,7,late,0.1941846810246441,0.3488697226687937
bugula,7,late,0.18059158304905507,0.41311033586797435
bugula,7,late,0.2950271058756842,0.39197605618570275
bugula,7,late,0.21223434191175045,0.34039554066784794
bugula,7,late,0.33893887061418876,0.5207479932146061
bugula,7,late,0.2703606961282518,0.41426131744874256
bugula,7,late,0.34391805420848076,0.3793418623454524
bugula,7,late,0.2511444302232932,0.40007267772730387
bugula,7,late,0.13839949390213885,0.29612854311298
bugula,7,late,0.3233462369014342,0.4795127054714703
bugula,7,late,0.2717169287110394,0.2717688120481286
bugula,7,late,0.21076760423876154,0.38241086509784766
bugula,7,late,0.06711840092297314,0.3193187452059627
bugula,7,late,0.02446939901971125,0.15992581808995215
bugula,7,late,0.22756250299821518,0.46743256451270565
bugula,8,early,15.931267137844824,0.16667781707142193
bugula,8,early,16.61657660259088,0.17715993488983708
bugula,8,early,13.209584215840614,0.10116275706754273
bugula,8,early,18.291390183078875,0.1634061659029595
bugula,8,early,16.81234788699454,0.18733741186583752
bugula,8,early,15.53407032724013,0.29511374680052815
bugula,8,early,13.263529724196827,0.16507227283140938
bugula,8,early,23.271810723057246,0.17461215488851772
bugula,8,early,19.761702910547818,0.32989615287820456
bugula,8,early,16.04349465766633,0.03091643298730056
bugula,8,early,16.740710456240922,0.11032727104542754
bugula,8,early,16.71139524772462,0.22144846078806915
bugula,8,early,18.82755218393341,0.20895952000954132
bugula,8,early,16.942686542075112,0.14085560489001733
bugula,8,early,14.747412293757575,0.25491869585770394
bugula,8,early,21.383088627548105,0.28810169673162705
bugula,8,larvae,19.15240152385383,0.8976609666628844
bugula,8,larvae,19.80210349470701,0.676507327558278
bugula,8,larvae,14.623794582991614,0.7218045576941863
bugula,8,larvae,19.30152301485292,0.9442517622046422
bugula,8,larvae,21.422868945300067,0.6538285326720569
bugula,8,larvae,19.670148108556504,0.6848456554314175
bugula,8,larvae,19.753686907719562,0.4677698392049632
bugula,8,larvae,19.821363406884686,0.539917757084913
bugula,8,larvae,16.310232278823747,1.0026552934886324
bugula,8,larvae,15.971413620835657,0.575858662225355
bugula,8,larvae,19.3082134390203,0.42636608329818204
bugula,8,larvae,16.750200002018712,0.6111147977395294
bugula,8,late,0.16667781707142193,0.184651491090936
bugula,8,late,0.17715993488983708,0.14050950214966731
bugula,8,late,0.10116275706754273,0.3107967652162241
bugula,8,late,0.1634061659029595,0.2502428439150854
bugula,8,late,0.18733741186583752,0.2515954402630401
bugula,8,late,0.29511374680052815,0.27743987875272386
bugula,8,late,0.16507227283140938,0.30464985026122965
bugula,8,late,0.17461215488851772,0.33394156489698057
bugula,8,late,0.32989615287820456,0.40832113697047107
bugula,8,late,0.03091643298730056,0.25534302377671486
bugula,8,late,0.11032727104542754,0.40553808216055615
bugula,8,late,0.22144846078806915,0.38006630090517374
bugula,8,late,0.20895952000954132,0.334723273384005
bugula,8,late,0.14085560489001733,0.24731460722588777
bugula,8,late,0.25491869585770394,0.32814628432076615
bugula,8,late,0.28810169673162705,0.27870038971464645
bugula,9,early,11.97490153320383,0.20316649112872814
bugula,9,early,10.83141647349721,0.20974029523929388
bugula,9,early,12.906068831935618,0.20498440611354618
bugula,9,early,12.71539031689829,0.1945958508254272
bugula,9,early,7.774958435666911,0.15949804786829552
bugula,9,early,13.387313972174725,0.1600801671119617
bugula,9,early,12.389604782931814,0.12008712402495987
bugula,9,early,8.798280890921374,0.13087044495456704
bugula,9,early,9.36008130088258,0.1192303829925203
bugula,9,early,10.662011312992167,0.17055085502362263
bugula,9,early,11.202823326257473,0.1243581059926682
bugula,9,early,10.708603313950423,0.1922261700211648
bugula,9,early,11.26036916878358,0.1457681671116759
bugula,9,early,13.560898675133469,0.23843756278899572
bugula,9,early,16.33621046712234,0.1921745040734079
bugula,9,early,9.144440406500776,0.07778499802132811
bugula,9,early,8.693822078745328,0.12925547202681756
bugula,9,early,14.310455054549445,0.17227562810611324
bugula,9,early,11.532727700178656,0.13403727192162868
bugula,9,early,14.911448468299634,0.128484661889702
bugula,9,late,0.20316649112872814,0.6435512867553649
bugula,9,late,0.20974029523929388,0.36744765997720924
bugula,9,late,0.20498440611354618,0.4153878553847307
bugula,9,late,0.1945958508254272,0.3532448760815433
bugula,9,late,0.15949804786829552,0.2687769027255737
bugula,9,late,0.1600801671119617,0.45219174832590353
bugula,9,late,0.12008712402495987,0.21740825888370136
bugula,9,late,0.13087044495456704,0.32431031422012685
bugula,9,late,0.1192303829925203,0.5007005102769857
bugula,9,late,0.17055085502362263,0.4947786166307
bugula,9,late,0.1243581059926682,0.32766102688948767
bugula,9,late,0.1922261700211648,0.37509774993893324
bugula,9,late,0.1457681671116759,0.32287828517487954
bugula,9,late,0.23843756278899572,0.36700069695283555
bugula,9,late,0.1921745040734079,0.4271649209983726
bugula,9,late,0.07778499802132811,0.24740465171666462
bugula,9,late,0.12925547202681756,0.33986412403930666
bugula,9,late,0.17227562810611324,0.2810200592431198
bugula,9,late,0.13403727192162868,0.35335825779422825
bugula,9,late,0.128484661889702,0.31860176691478914
bugula,10,early,12.776950962815704,0.31189809270401764
bugula,10,early,8.943253043403827,0.0743609889575122
bugula,10,early,14.752729552955897,0.22723505721736395
bugula,10,early,18.536956167397218,0.18636945405291308
bugula,10,early,17.22598286977139,0.1721779830333358
bugula,10,early,16.413557427532545,0.14145716989778617
bugula,10,early,19.490361844423216,0.24928693273276323
bugula,10,early,13.411821509170899,0.26645472013994936
bugula,10,early,14.346841256668904,0.18143334687002363
bugula,10,early,11.830318036525739,0.26542725824143193
bugula,10,early,6.865996852481809,0.061000970990231274
bugula,10,early,12.205422740350652,0.2655145371096212
bugula,10,early,19.062177753678785,0.210183069908335
bugula,10,early,7.635803241226909,0.11818951486639657
bugula,10,early,18.23531777992624,0.2893535913261043
bugula,10,early,10.92179692003255,0.04565365199587906
bugula,10,early,11.952010307219773,0.1916454161105663
bugula,10,early,13.720460188912261,0.20450219508637305
bugula,10,early,16.39889461684847,0.1313236729889262
bugula,10,early,14.531708750544524,0.1518466671072549
bugula,10,late,0.31189809270401764,0.47605320350410585
bugula,10,late,0.0743609889575122,0.20797102199534198
bugula,10,late,0.22723505721736395,0.4970859727813795
bugula,10,late,0.18636945405291308,0.5162510963902359
bugula,10,late,0.1721779830333358,0.32391285199897374
bugula,10,late,0.14145716989778617,0.3646031630668223
bugula,10,late,0.24928693273276323,0.3157070317129583
bugula,10,late,0.26645472013994936,0.4397497811555812
bugula,10,late,0.18143334687002363,0.38673811668909475
bugula,10,late,0.26542725824143193,0.5823562837986153
bugula,10,late,0.061000970990231274,0.19874587290592946
bugula,10,late,0.2655145371096212,0.3999350011603258
bugula,10,late,0.210183069908335,0.3911501048525634
bugula,10,late,0.11818951486639657,0.33020829213988706
bugula,10,late,0.2893535913261043,0.39533024172430214
bugula,10,late,0.04565365199587906,0.517271588334248
bugula,10,late,0.1916454161105663,0.30092391615988057
bugula,10,late,0.20450219508637305,0.3854887196091473
bugula,10,late,0.1313236729889262,0.38047326562819456
bugula,10,late,0.1518466671072549,0.24034342678824017
bugula,11,early,10.616368066863249,0.15013558792884926
bugula,11,early,17.867788742283672,0.17549411885360489
bugula,11,early,11.250267606667961,0.20558072911501837
bugula,11,early,13.80254694722237,0.1545897329684239
bugula,11,early,14.653561217686416,0.12481317990818352
bugula,11,early,14.59564816684971,0.1933124811504555
bugula,11,early,14.005605297342159,0.10994387507098989
bugula,11,early,8.499297870478852,0.13715459687399448
bugula,11,early,11.715573553712792,0.07234110495633013
bugula,11,early,13.281312546962704,0.11471998591440233
bugula,11,early,13.539196986883681,0.15922717208783185
bugula,11,late,0.15013558792884926,0.507696721598638
bugula,11,late,0.17549411885360489,0.4859335110454531
bugula,11,late,0.20558072911501837,0.6039808069338384
bugula,11,late,0.1545897329684239,0.5891779567933039
bugula,11,late,0.12481317990818352,0.5096729572988279
bugula,11,late,0.1933124811504555,0.5895709685518631
bugula,11,late,0.10994387507098989,0.4179742960383072
bugula,11,late,0.13715459687399448,0.43310912021306647
bugula,11,late,0.07234110495633013,0.603700253196589
bugula,11,late,0.11471998591440233,0.5897702995800682
bugula,11,late,0.15922717208783185,0.6378168245115448
bugula,12,early,12.616595895372019,0.18809949518186114
bugula,12,early,16.695136607204653,0.2044202702016086
bugula,12,early,15.215203908983547,0.23309580089939774
bugula,12,early,15.252841980803415,0.07564408901164119
bugula,12,early,10.696394795087995,0.12079703902597207
bugula,12,early,13.224522413266842,0.1105710780719799
bugula,12,early,16.425188335713955,0.13582791494044272
bugula,12,early,10.260465418956803,0.1574848659106725
bugula,12,early,14.889965860185837,0.1517455311069913
bugula,12,early,12.152299264694976,0.14126789796341818
bugula,12,early,11.106965477443254,0.22528976603337805
bugula,12,late,0.18809949518186114,0.7011901957023502
bugula,12,late,0.2044202702016086,0.6356980774646841
bugula,12,late,0.23309580089939774,0.4706432398290686
bugula,12,late,0.07564408901164119,0.36539316396272986
bugula,12,late,0.12079703902597207,0.575395582041075
bugula,12,late,0.1105710780719799,0.40103618108173034
bugula,12,late,0.13582791494044272,0.497835286385777
bugula,12,late,0.1574848659106725,0.3558999188673442
bugula,12,late,0.1517455311069913,0.4913640356019908
bugula,12,late,0.14126789796341818,0.5160183705082776
bugula,12,late,0.22528976603337805,0.45701768280502697
watersipora,13,early,18.364770142917422,0.3671954389040063
watersipora,13,early,15.888111867115777,0.23063007222237378
watersipora,13,early,14.024506820749524,0.18081251082804714
watersipora,13,early,16.889928458016787,0.3315489569777192
watersipora,13,early,18.066908330440945,0.4151420771777081
